,time,ETH Price,ETH Owned,ETH Value,Cash,percent cash,Portfolio Value
2022-05-07 00:00:00+00:00,2022-05-07 00:00:00+00:00,2636.093017578125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-08 00:00:00+00:00,2022-05-08 00:00:00+00:00,2517.4599609375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-09 00:00:00+00:00,2022-05-09 00:00:00+00:00,2245.430419921875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-10 00:00:00+00:00,2022-05-10 00:00:00+00:00,2343.510986328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-11 00:00:00+00:00,2022-05-11 00:00:00+00:00,2072.108642578125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-12 00:00:00+00:00,2022-05-12 00:00:00+00:00,1961.7015380859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-13 00:00:00+00:00,2022-05-13 00:00:00+00:00,2014.418212890625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-14 00:00:00+00:00,2022-05-14 00:00:00+00:00,2056.27392578125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-15 00:00:00+00:00,2022-05-15 00:00:00+00:00,2145.706787109375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-16 00:00:00+00:00,2022-05-16 00:00:00+00:00,2022.7259521484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-17 00:00:00+00:00,2022-05-17 00:00:00+00:00,2090.4091796875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-18 00:00:00+00:00,2022-05-18 00:00:00+00:00,1916.6561279296875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-19 00:00:00+00:00,2022-05-19 00:00:00+00:00,2018.336181640625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-20 00:00:00+00:00,2022-05-20 00:00:00+00:00,1961.315673828125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-21 00:00:00+00:00,2022-05-21 00:00:00+00:00,1974.518310546875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-22 00:00:00+00:00,2022-05-22 00:00:00+00:00,2043.170166015625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-23 00:00:00+00:00,2022-05-23 00:00:00+00:00,1972.181884765625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-24 00:00:00+00:00,2022-05-24 00:00:00+00:00,1978.9827880859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-25 00:00:00+00:00,2022-05-25 00:00:00+00:00,1944.827880859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-26 00:00:00+00:00,2022-05-26 00:00:00+00:00,1803.913330078125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-27 00:00:00+00:00,2022-05-27 00:00:00+00:00,1724.9228515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-28 00:00:00+00:00,2022-05-28 00:00:00+00:00,1757.9417724609375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-29 00:00:00+00:00,2022-05-29 00:00:00+00:00,1812.031005859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-30 00:00:00+00:00,2022-05-30 00:00:00+00:00,1996.4412841796875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-05-31 00:00:00+00:00,2022-05-31 00:00:00+00:00,1942.3280029296875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,1823.5693359375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-02 00:00:00+00:00,2022-06-02 00:00:00+00:00,1834.1505126953125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-03 00:00:00+00:00,2022-06-03 00:00:00+00:00,1775.07861328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-04 00:00:00+00:00,2022-06-04 00:00:00+00:00,1801.6094970703125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-05 00:00:00+00:00,2022-06-05 00:00:00+00:00,1805.2049560546875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,1859.2896728515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-07 00:00:00+00:00,2022-06-07 00:00:00+00:00,1814.04833984375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-08 00:00:00+00:00,2022-06-08 00:00:00+00:00,1793.572265625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-09 00:00:00+00:00,2022-06-09 00:00:00+00:00,1789.8260498046875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-10 00:00:00+00:00,2022-06-10 00:00:00+00:00,1665.042236328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-11 00:00:00+00:00,2022-06-11 00:00:00+00:00,1529.6634521484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-12 00:00:00+00:00,2022-06-12 00:00:00+00:00,1445.216552734375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-13 00:00:00+00:00,2022-06-13 00:00:00+00:00,1204.582763671875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-14 00:00:00+00:00,2022-06-14 00:00:00+00:00,1211.662841796875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-15 00:00:00+00:00,2022-06-15 00:00:00+00:00,1233.2064208984375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-16 00:00:00+00:00,2022-06-16 00:00:00+00:00,1067.730712890625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-17 00:00:00+00:00,2022-06-17 00:00:00+00:00,1086.519287109375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-18 00:00:00+00:00,2022-06-18 00:00:00+00:00,993.6367797851562,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,1127.656494140625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-20 00:00:00+00:00,2022-06-20 00:00:00+00:00,1127.6424560546875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-21 00:00:00+00:00,2022-06-21 00:00:00+00:00,1124.8245849609375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-22 00:00:00+00:00,2022-06-22 00:00:00+00:00,1051.421875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-23 00:00:00+00:00,2022-06-23 00:00:00+00:00,1143.38671875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-24 00:00:00+00:00,2022-06-24 00:00:00+00:00,1226.8447265625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-25 00:00:00+00:00,2022-06-25 00:00:00+00:00,1243.4468994140625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-26 00:00:00+00:00,2022-06-26 00:00:00+00:00,1199.8316650390625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-27 00:00:00+00:00,2022-06-27 00:00:00+00:00,1193.6806640625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-28 00:00:00+00:00,2022-06-28 00:00:00+00:00,1144.5792236328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-29 00:00:00+00:00,2022-06-29 00:00:00+00:00,1098.94384765625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-06-30 00:00:00+00:00,2022-06-30 00:00:00+00:00,1067.298828125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,1059.767333984375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-02 00:00:00+00:00,2022-07-02 00:00:00+00:00,1066.5128173828125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-03 00:00:00+00:00,2022-07-03 00:00:00+00:00,1073.7669677734375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-04 00:00:00+00:00,2022-07-04 00:00:00+00:00,1151.05908203125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-05 00:00:00+00:00,2022-07-05 00:00:00+00:00,1134.541015625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-06 00:00:00+00:00,2022-07-06 00:00:00+00:00,1186.9739990234375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-07 00:00:00+00:00,2022-07-07 00:00:00+00:00,1237.5933837890625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-08 00:00:00+00:00,2022-07-08 00:00:00+00:00,1222.5062255859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-09 00:00:00+00:00,2022-07-09 00:00:00+00:00,1216.978271484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-10 00:00:00+00:00,2022-07-10 00:00:00+00:00,1168.401611328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-11 00:00:00+00:00,2022-07-11 00:00:00+00:00,1097.236572265625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-12 00:00:00+00:00,2022-07-12 00:00:00+00:00,1038.191650390625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-13 00:00:00+00:00,2022-07-13 00:00:00+00:00,1113.587158203125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-14 00:00:00+00:00,2022-07-14 00:00:00+00:00,1191.5262451171875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-15 00:00:00+00:00,2022-07-15 00:00:00+00:00,1233.129150390625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-16 00:00:00+00:00,2022-07-16 00:00:00+00:00,1352.62646484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-17 00:00:00+00:00,2022-07-17 00:00:00+00:00,1338.6357421875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-18 00:00:00+00:00,2022-07-18 00:00:00+00:00,1578.7178955078125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-19 00:00:00+00:00,2022-07-19 00:00:00+00:00,1542.9752197265625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-20 00:00:00+00:00,2022-07-20 00:00:00+00:00,1520.20068359375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-21 00:00:00+00:00,2022-07-21 00:00:00+00:00,1576.74951171875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-22 00:00:00+00:00,2022-07-22 00:00:00+00:00,1537.4051513671875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-23 00:00:00+00:00,2022-07-23 00:00:00+00:00,1549.2974853515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-24 00:00:00+00:00,2022-07-24 00:00:00+00:00,1599.4766845703125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-25 00:00:00+00:00,2022-07-25 00:00:00+00:00,1445.3834228515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-26 00:00:00+00:00,2022-07-26 00:00:00+00:00,1441.8067626953125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-27 00:00:00+00:00,2022-07-27 00:00:00+00:00,1636.232666015625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-28 00:00:00+00:00,2022-07-28 00:00:00+00:00,1725.4681396484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-29 00:00:00+00:00,2022-07-29 00:00:00+00:00,1727.406982421875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-30 00:00:00+00:00,2022-07-30 00:00:00+00:00,1695.969482421875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-07-31 00:00:00+00:00,2022-07-31 00:00:00+00:00,1681.517333984375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,1635.19580078125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-02 00:00:00+00:00,2022-08-02 00:00:00+00:00,1632.9454345703125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-03 00:00:00+00:00,2022-08-03 00:00:00+00:00,1618.87451171875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-04 00:00:00+00:00,2022-08-04 00:00:00+00:00,1608.205810546875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-05 00:00:00+00:00,2022-08-05 00:00:00+00:00,1732.254638671875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-06 00:00:00+00:00,2022-08-06 00:00:00+00:00,1691.6580810546875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-07 00:00:00+00:00,2022-08-07 00:00:00+00:00,1699.350830078125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-08 00:00:00+00:00,2022-08-08 00:00:00+00:00,1775.51611328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-09 00:00:00+00:00,2022-08-09 00:00:00+00:00,1703.0250244140625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-10 00:00:00+00:00,2022-08-10 00:00:00+00:00,1851.74267578125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-11 00:00:00+00:00,2022-08-11 00:00:00+00:00,1881.22412109375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-12 00:00:00+00:00,2022-08-12 00:00:00+00:00,1957.2464599609375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-13 00:00:00+00:00,2022-08-13 00:00:00+00:00,1981.3365478515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-14 00:00:00+00:00,2022-08-14 00:00:00+00:00,1936.802001953125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-15 00:00:00+00:00,2022-08-15 00:00:00+00:00,1904.2281494140625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-16 00:00:00+00:00,2022-08-16 00:00:00+00:00,1878.139404296875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-17 00:00:00+00:00,2022-08-17 00:00:00+00:00,1832.9996337890625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-18 00:00:00+00:00,2022-08-18 00:00:00+00:00,1847.0078125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-19 00:00:00+00:00,2022-08-19 00:00:00+00:00,1612.9873046875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-20 00:00:00+00:00,2022-08-20 00:00:00+00:00,1577.0037841796875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-21 00:00:00+00:00,2022-08-21 00:00:00+00:00,1619.3189697265625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-22 00:00:00+00:00,2022-08-22 00:00:00+00:00,1622.505859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-23 00:00:00+00:00,2022-08-23 00:00:00+00:00,1662.7698974609375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-24 00:00:00+00:00,2022-08-24 00:00:00+00:00,1657.0592041015625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-25 00:00:00+00:00,2022-08-25 00:00:00+00:00,1696.45703125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-26 00:00:00+00:00,2022-08-26 00:00:00+00:00,1507.7828369140625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-27 00:00:00+00:00,2022-08-27 00:00:00+00:00,1491.39501953125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-28 00:00:00+00:00,2022-08-28 00:00:00+00:00,1430.54736328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-29 00:00:00+00:00,2022-08-29 00:00:00+00:00,1553.037353515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-30 00:00:00+00:00,2022-08-30 00:00:00+00:00,1523.8388671875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-08-31 00:00:00+00:00,2022-08-31 00:00:00+00:00,1553.6849365234375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,1586.1767578125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-02 00:00:00+00:00,2022-09-02 00:00:00+00:00,1577.220458984375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-03 00:00:00+00:00,2022-09-03 00:00:00+00:00,1556.8726806640625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-04 00:00:00+00:00,2022-09-04 00:00:00+00:00,1577.6416015625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-05 00:00:00+00:00,2022-09-05 00:00:00+00:00,1617.1832275390625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-06 00:00:00+00:00,2022-09-06 00:00:00+00:00,1561.74853515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-07 00:00:00+00:00,2022-09-07 00:00:00+00:00,1629.9063720703125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-08 00:00:00+00:00,2022-09-08 00:00:00+00:00,1635.34765625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-09 00:00:00+00:00,2022-09-09 00:00:00+00:00,1719.08544921875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-10 00:00:00+00:00,2022-09-10 00:00:00+00:00,1776.2037353515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-11 00:00:00+00:00,2022-09-11 00:00:00+00:00,1761.800048828125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-12 00:00:00+00:00,2022-09-12 00:00:00+00:00,1713.7652587890625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-13 00:00:00+00:00,2022-09-13 00:00:00+00:00,1580.7879638671875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-14 00:00:00+00:00,2022-09-14 00:00:00+00:00,1634.7550048828125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-15 00:00:00+00:00,2022-09-15 00:00:00+00:00,1471.6934814453125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-16 00:00:00+00:00,2022-09-16 00:00:00+00:00,1432.44775390625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-17 00:00:00+00:00,2022-09-17 00:00:00+00:00,1469.74169921875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-18 00:00:00+00:00,2022-09-18 00:00:00+00:00,1335.3291015625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-19 00:00:00+00:00,2022-09-19 00:00:00+00:00,1377.5413818359375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-20 00:00:00+00:00,2022-09-20 00:00:00+00:00,1324.38818359375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-21 00:00:00+00:00,2022-09-21 00:00:00+00:00,1252.6077880859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-22 00:00:00+00:00,2022-09-22 00:00:00+00:00,1327.68017578125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-23 00:00:00+00:00,2022-09-23 00:00:00+00:00,1328.259521484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-24 00:00:00+00:00,2022-09-24 00:00:00+00:00,1317.9932861328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-25 00:00:00+00:00,2022-09-25 00:00:00+00:00,1294.216796875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-26 00:00:00+00:00,2022-09-26 00:00:00+00:00,1335.3201904296875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-27 00:00:00+00:00,2022-09-27 00:00:00+00:00,1330.127685546875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-28 00:00:00+00:00,2022-09-28 00:00:00+00:00,1337.410888671875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-29 00:00:00+00:00,2022-09-29 00:00:00+00:00,1335.65234375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-09-30 00:00:00+00:00,2022-09-30 00:00:00+00:00,1327.9786376953125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,1311.6444091796875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-02 00:00:00+00:00,2022-10-02 00:00:00+00:00,1276.093505859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-03 00:00:00+00:00,2022-10-03 00:00:00+00:00,1323.439208984375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-04 00:00:00+00:00,2022-10-04 00:00:00+00:00,1362.1265869140625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-05 00:00:00+00:00,2022-10-05 00:00:00+00:00,1352.837158203125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-06 00:00:00+00:00,2022-10-06 00:00:00+00:00,1351.70947265625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-07 00:00:00+00:00,2022-10-07 00:00:00+00:00,1332.5169677734375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-08 00:00:00+00:00,2022-10-08 00:00:00+00:00,1315.50048828125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-09 00:00:00+00:00,2022-10-09 00:00:00+00:00,1322.604248046875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-10 00:00:00+00:00,2022-10-10 00:00:00+00:00,1291.337646484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-11 00:00:00+00:00,2022-10-11 00:00:00+00:00,1279.57568359375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-12 00:00:00+00:00,2022-10-12 00:00:00+00:00,1294.9063720703125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-13 00:00:00+00:00,2022-10-13 00:00:00+00:00,1288.1239013671875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-14 00:00:00+00:00,2022-10-14 00:00:00+00:00,1297.422119140625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-15 00:00:00+00:00,2022-10-15 00:00:00+00:00,1274.8717041015625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-16 00:00:00+00:00,2022-10-16 00:00:00+00:00,1306.296630859375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-17 00:00:00+00:00,2022-10-17 00:00:00+00:00,1331.713623046875,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-18 00:00:00+00:00,2022-10-18 00:00:00+00:00,1310.447021484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-19 00:00:00+00:00,2022-10-19 00:00:00+00:00,1285.7442626953125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-20 00:00:00+00:00,2022-10-20 00:00:00+00:00,1283.200927734375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-21 00:00:00+00:00,2022-10-21 00:00:00+00:00,1299.9464111328125,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-22 00:00:00+00:00,2022-10-22 00:00:00+00:00,1314.2991943359375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-23 00:00:00+00:00,2022-10-23 00:00:00+00:00,1363.447021484375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-24 00:00:00+00:00,2022-10-24 00:00:00+00:00,1344.99853515625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-25 00:00:00+00:00,2022-10-25 00:00:00+00:00,1461.6654052734375,0.0,0.0,673090.3057250977,1.0,673090.3057250977
2022-10-26 00:00:00+00:00,2022-10-26 00:00:00+00:00,1566.566650390625,0.0,0.0,673090.3057250977,1.0,673090.3057250977
